mechanic,log_uplift,uplift_pct,assumed_cost_rate
none,0.0,0.0,0.0
display_only,0.432292523606101,54.07857654533288,0.02
feature_and_display,0.752610406684827,112.25334667432448,0.045
feature_only,0.33645385119644805,39.99742606419443,0.03
tpr_only,-0.05124055597553957,-4.994989718742982,0.002
