gross_margin_at_list,n_promoted,promoted_shelves,mean_recommended_discount,margin_delta_pct
0.2,3,"['ADULT CEREAL', 'KIDS CEREAL', 'PIZZA/PREMIUM']",0.021428571428571432,60.63127091500996
0.25,3,"['ADULT CEREAL', 'KIDS CEREAL', 'PIZZA/PREMIUM']",0.021428571428571432,58.762706732021016
0.3,3,"['ADULT CEREAL', 'KIDS CEREAL', 'PIZZA/PREMIUM']",0.021428571428571432,57.65407676147345
0.35,3,"['ADULT CEREAL', 'KIDS CEREAL', 'PIZZA/PREMIUM']",0.021428571428571432,56.92012952164876
0.4,3,"['ADULT CEREAL', 'KIDS CEREAL', 'PIZZA/PREMIUM']",0.021428571428571432,56.39837629291398
0.45,3,"['ADULT CEREAL', 'KIDS CEREAL', 'PIZZA/PREMIUM']",0.03034296963606316,56.43922472951228
0.5,3,"['ADULT CEREAL', 'KIDS CEREAL', 'PIZZA/PREMIUM']",0.041870202291076915,57.96624093970357
